# Emission
# Column format:
# Wavelength (nm)	Emission angle (deg)	C+ (W*m^-2*sr^-1*nm^-1)	
7.360000E2	2.800000E1	1.103153E-3
7.360000E2	3.000000E1	1.050179E-3
7.360000E2	3.200000E1	9.915037E-4
7.360000E2	3.400000E1	9.261592E-4
7.360000E2	3.600000E1	8.528422E-4
7.360000E2	3.800000E1	7.702989E-4
7.360000E2	4.000000E1	6.832491E-4
7.360000E2	4.200000E1	5.362762E-4
7.360000E2	4.400000E1	4.148347E-4
7.360000E2	4.600000E1	5.300955E-4
7.360000E2	4.800000E1	6.422025E-4
7.360000E2	5.000000E1	7.306402E-4
7.360000E2	5.200000E1	7.947671E-4
7.360000E2	5.400000E1	8.369167E-4
7.360000E2	5.600000E1	8.595220E-4
7.360000E2	5.800000E1	8.646247E-4
7.360000E2	6.000000E1	8.538904E-4
7.360000E2	6.200000E1	8.287276E-4
7.360000E2	6.400000E1	7.904205E-4
7.360000E2	6.600000E1	7.402533E-4
7.360000E2	6.800000E1	6.796240E-4
7.360000E2	7.000000E1	6.101457E-4
7.360000E2	7.200000E1	5.337321E-4
7.360000E2	7.400000E1	4.526595E-4
7.360000E2	7.600000E1	3.695938E-4
7.360000E2	7.800000E1	2.875698E-4
7.360000E2	8.000000E1	2.099100E-4
7.380000E2	0.000000E0	1.372904E-3
7.380000E2	2.000000E0	1.371352E-3
7.380000E2	4.000000E0	1.366694E-3
7.380000E2	6.000000E0	1.358924E-3
7.380000E2	8.000000E0	1.348032E-3
7.380000E2	1.000000E1	1.334002E-3
7.380000E2	1.200000E1	1.316808E-3
7.380000E2	1.400000E1	1.296414E-3
7.380000E2	1.600000E1	1.272769E-3
7.380000E2	1.800000E1	1.245800E-3
7.380000E2	2.000000E1	1.215409E-3
7.380000E2	2.200000E1	1.181460E-3
7.380000E2	2.400000E1	1.143768E-3
7.380000E2	2.600000E1	1.102081E-3
7.380000E2	2.800000E1	1.056056E-3
7.380000E2	3.000000E1	1.005216E-3
7.380000E2	3.200000E1	9.488952E-4
7.380000E2	3.400000E1	8.861610E-4
7.380000E2	3.600000E1	8.157488E-4
7.380000E2	3.800000E1	7.364156E-4
7.380000E2	4.000000E1	6.525119E-4
7.380000E2	4.200000E1	5.106309E-4
7.380000E2	4.400000E1	3.960728E-4
7.380000E2	4.600000E1	5.072866E-4
7.380000E2	4.800000E1	6.150990E-4
7.380000E2	5.000000E1	7.000395E-4
7.380000E2	5.200000E1	7.615664E-4
7.380000E2	5.400000E1	8.019530E-4
7.380000E2	5.600000E1	8.235540E-4
7.380000E2	5.800000E1	8.283432E-4
7.380000E2	6.000000E1	8.179308E-4
7.380000E2	6.200000E1	7.936799E-4
7.380000E2	6.400000E1	7.568337E-4
7.380000E2	6.600000E1	7.086350E-4
7.380000E2	6.800000E1	6.504349E-4
7.380000E2	7.000000E1	5.837895E-4
7.380000E2	7.200000E1	5.105408E-4
7.380000E2	7.400000E1	4.328748E-4
7.380000E2	7.600000E1	3.533465E-4
7.380000E2	7.800000E1	2.748589E-4
7.380000E2	8.000000E1	2.005850E-4
7.400000E2	0.000000E0	1.319899E-3
7.400000E2	2.000000E0	1.318405E-3
7.400000E2	4.000000E0	1.313922E-3
7.400000E2	6.000000E0	1.306443E-3
7.400000E2	8.000000E0	1.295959E-3
7.400000E2	1.000000E1	1.282453E-3
7.400000E2	1.200000E1	1.265901E-3
7.400000E2	1.400000E1	1.246268E-3
7.400000E2	1.600000E1	1.223503E-3
7.400000E2	1.800000E1	1.197536E-3
7.400000E2	2.000000E1	1.168273E-3
7.400000E2	2.200000E1	1.135580E-3
7.400000E2	2.400000E1	1.099280E-3
7.400000E2	2.600000E1	1.059130E-3
7.400000E2	2.800000E1	1.014798E-3
7.400000E2	3.000000E1	9.658217E-4
7.400000E2	3.200000E1	9.115597E-4
7.400000E2	3.400000E1	8.511068E-4
7.400000E2	3.600000E1	7.832327E-4
7.400000E2	3.800000E1	7.067023E-4
7.400000E2	4.000000E1	6.255341E-4
7.400000E2	4.200000E1	4.882000E-4
7.400000E2	4.400000E1	3.795871E-4
7.400000E2	4.600000E1	4.872802E-4
7.400000E2	4.800000E1	5.913493E-4
7.400000E2	5.000000E1	6.732384E-4
7.400000E2	5.200000E1	7.324949E-4
7.400000E2	5.400000E1	7.713408E-4
7.400000E2	5.600000E1	7.920630E-4
7.400000E2	5.800000E1	7.965764E-4
7.400000E2	6.000000E1	7.864438E-4
7.400000E2	6.200000E1	7.629886E-4
7.400000E2	6.400000E1	7.274186E-4
7.400000E2	6.600000E1	6.809405E-4
7.400000E2	6.800000E1	6.248651E-4
7.400000E2	7.000000E1	5.606986E-4
7.400000E2	7.200000E1	4.902202E-4
7.400000E2	7.400000E1	4.155372E-4
7.400000E2	7.600000E1	3.391073E-4
7.400000E2	7.800000E1	2.637180E-4
7.400000E2	8.000000E1	1.924112E-4
7.420000E2	0.000000E0	1.263664E-3
7.420000E2	2.000000E0	1.262232E-3
7.420000E2	4.000000E0	1.257935E-3
7.420000E2	6.000000E0	1.250766E-3
7.420000E2	8.000000E0	1.240716E-3
7.420000E2	1.000000E1	1.227769E-3
7.420000E2	1.200000E1	1.211902E-3
7.420000E2	1.400000E1	1.193079E-3
7.420000E2	1.600000E1	1.171252E-3
7.420000E2	1.800000E1	1.146355E-3
7.420000E2	2.000000E1	1.118294E-3
7.420000E2	2.200000E1	1.086942E-3
7.420000E2	2.400000E1	1.052129E-3
7.420000E2	2.600000E1	1.013620E-3
7.420000E2	2.800000E1	9.710956E-4
7.420000E2	3.000000E1	9.241128E-4
7.420000E2	3.200000E1	8.720523E-4
7.420000E2	3.400000E1	8.140415E-4
7.420000E2	3.600000E1	7.488880E-4
7.420000E2	3.800000E1	6.753717E-4
7.420000E2	4.000000E1	5.971847E-4
7.420000E2	4.200000E1	4.648281E-4
7.420000E2	4.400000E1	3.622872E-4
7.420000E2	4.600000E1	4.661252E-4
7.420000E2	4.800000E1	5.661568E-4
7.420000E2	5.000000E1	6.447720E-4
7.420000E2	5.200000E1	7.016021E-4
7.420000E2	5.400000E1	7.388090E-4
7.420000E2	5.600000E1	7.586044E-4
7.420000E2	5.800000E1	7.628382E-4
7.420000E2	6.000000E1	7.530203E-4
7.420000E2	6.200000E1	7.304302E-4
7.420000E2	6.400000E1	6.962363E-4
7.420000E2	6.600000E1	6.516054E-4
7.420000E2	6.800000E1	5.978032E-4
7.420000E2	7.000000E1	5.362816E-4
7.420000E2	7.200000E1	4.687520E-4
7.420000E2	7.400000E1	3.972369E-4
7.420000E2	7.600000E1	3.240906E-4
7.420000E2	7.800000E1	2.519787E-4
7.420000E2	8.000000E1	1.838049E-4
7.440000E2	0.000000E0	1.213329E-3
7.440000E2	2.000000E0	1.211952E-3
7.440000E2	4.000000E0	1.207821E-3
7.440000E2	6.000000E0	1.200929E-3
7.440000E2	8.000000E0	1.191268E-3
7.440000E2	1.000000E1	1.178821E-3
7.440000E2	1.200000E1	1.163565E-3
7.440000E2	1.400000E1	1.145467E-3
7.440000E2	1.600000E1	1.124480E-3
7.440000E2	1.800000E1	1.100538E-3
7.440000E2	2.000000E1	1.073552E-3
7.440000E2	2.200000E1	1.043400E-3
7.440000E2	2.400000E1	1.009916E-3
7.440000E2	2.600000E1	9.728743E-4
7.440000E2	2.800000E1	9.319668E-4
7.440000E2	3.000000E1	8.867661E-4
7.440000E2	3.200000E1	8.366742E-4
7.440000E2	3.400000E1	7.808470E-4
7.440000E2	3.600000E1	7.181260E-4
7.440000E2	3.800000E1	6.473041E-4
7.440000E2	4.000000E1	5.717788E-4
7.440000E2	4.200000E1	4.438680E-4
7.440000E2	4.400000E1	3.467905E-4
7.440000E2	4.600000E1	4.471894E-4
7.440000E2	4.800000E1	5.436124E-4
7.440000E2	5.000000E1	6.192989E-4
7.440000E2	5.200000E1	6.739570E-4
7.440000E2	5.400000E1	7.096955E-4
7.440000E2	5.600000E1	7.286592E-4
7.440000E2	5.800000E1	7.326400E-4
7.440000E2	6.000000E1	7.231009E-4
7.440000E2	6.200000E1	7.012824E-4
7.440000E2	6.400000E1	6.683175E-4
7.440000E2	6.600000E1	6.253378E-4
7.440000E2	6.800000E1	5.735687E-4
7.440000E2	7.000000E1	5.144137E-4
7.440000E2	7.200000E1	4.495233E-4
7.440000E2	7.400000E1	3.808443E-4
7.440000E2	7.600000E1	3.106384E-4
7.440000E2	7.800000E1	2.414618E-4
7.440000E2	8.000000E1	1.760944E-4
7.460000E2	0.000000E0	1.165202E-3
7.460000E2	2.000000E0	1.163878E-3
7.460000E2	4.000000E0	1.159906E-3
7.460000E2	6.000000E0	1.153280E-3
7.460000E2	8.000000E0	1.143990E-3
7.460000E2	1.000000E1	1.132021E-3
7.460000E2	1.200000E1	1.117351E-3
7.460000E2	1.400000E1	1.099946E-3
7.460000E2	1.600000E1	1.079762E-3
7.460000E2	1.800000E1	1.056735E-3
7.460000E2	2.000000E1	1.030779E-3
7.460000E2	2.200000E1	1.001775E-3
7.460000E2	2.400000E1	9.695633E-4
7.460000E2	2.600000E1	9.339270E-4
7.460000E2	2.800000E1	8.945680E-4
7.460000E2	3.000000E1	8.510743E-4
7.460000E2	3.200000E1	8.028684E-4
7.460000E2	3.400000E1	7.491334E-4
7.460000E2	3.600000E1	6.887442E-4
7.460000E2	3.800000E1	6.205075E-4
7.460000E2	4.000000E1	5.475484E-4
7.460000E2	4.200000E1	4.238385E-4
7.460000E2	4.400000E1	3.320407E-4
7.460000E2	4.600000E1	4.291255E-4
7.460000E2	4.800000E1	5.220788E-4
7.460000E2	5.000000E1	5.949521E-4
7.460000E2	5.200000E1	6.475251E-4
7.460000E2	5.400000E1	6.818547E-4
7.460000E2	5.600000E1	7.000210E-4
7.460000E2	5.800000E1	7.037598E-4
7.460000E2	6.000000E1	6.944887E-4
7.460000E2	6.200000E1	6.734106E-4
7.460000E2	6.400000E1	6.416244E-4
7.460000E2	6.600000E1	6.002271E-4
7.460000E2	6.800000E1	5.504057E-4
7.460000E2	7.000000E1	4.935165E-4
7.460000E2	7.200000E1	4.311520E-4
7.460000E2	7.400000E1	3.651860E-4
7.460000E2	7.600000E1	2.977916E-4
7.460000E2	7.800000E1	2.314202E-4
7.460000E2	8.000000E1	1.687339E-4
7.480000E2	0.000000E0	1.119796E-3
7.480000E2	2.000000E0	1.118523E-3
7.480000E2	4.000000E0	1.114701E-3
7.480000E2	6.000000E0	1.108325E-3
7.480000E2	8.000000E0	1.099386E-3
7.480000E2	1.000000E1	1.087868E-3
7.480000E2	1.200000E1	1.073751E-3
7.480000E2	1.400000E1	1.057002E-3
7.480000E2	1.600000E1	1.037576E-3
7.480000E2	1.800000E1	1.015413E-3
7.480000E2	2.000000E1	9.904288E-4
7.480000E2	2.200000E1	9.625093E-4
7.480000E2	2.400000E1	9.315002E-4
7.480000E2	2.600000E1	8.971917E-4
7.480000E2	2.800000E1	8.592962E-4
7.480000E2	3.000000E1	8.174160E-4
7.480000E2	3.200000E1	7.709930E-4
7.480000E2	3.400000E1	7.192367E-4
7.480000E2	3.600000E1	6.610535E-4
7.480000E2	3.800000E1	5.952644E-4
7.480000E2	4.000000E1	5.247401E-4
7.480000E2	4.200000E1	4.051235E-4
7.480000E2	4.400000E1	3.181454E-4
7.480000E2	4.600000E1	4.120776E-4
7.480000E2	4.800000E1	5.017474E-4
7.480000E2	5.000000E1	5.719626E-4
7.480000E2	5.200000E1	6.225677E-4
7.480000E2	5.400000E1	6.555696E-4
7.480000E2	5.600000E1	6.729867E-4
7.480000E2	5.800000E1	6.765017E-4
7.480000E2	6.000000E1	6.674887E-4
7.480000E2	6.200000E1	6.471148E-4
7.480000E2	6.400000E1	6.164464E-4
7.480000E2	6.600000E1	5.765477E-4
7.480000E2	6.800000E1	5.285686E-4
7.480000E2	7.000000E1	4.738210E-4
7.480000E2	7.200000E1	4.138420E-4
7.480000E2	7.400000E1	3.504366E-4
7.480000E2	7.600000E1	2.856938E-4
7.480000E2	7.800000E1	2.219667E-4
7.480000E2	8.000000E1	1.618062E-4
7.500000E2	0.000000E0	1.072430E-3
7.500000E2	2.000000E0	1.071209E-3
7.500000E2	4.000000E0	1.067544E-3
7.500000E2	6.000000E0	1.061430E-3
7.500000E2	8.000000E0	1.052858E-3
7.500000E2	1.000000E1	1.041814E-3
7.500000E2	1.200000E1	1.028276E-3
7.500000E2	1.400000E1	1.012213E-3
7.500000E2	1.600000E1	9.935818E-4
7.500000E2	1.800000E1	9.723244E-4
7.500000E2	2.000000E1	9.483594E-4
7.500000E2	2.200000E1	9.215773E-4
7.500000E2	2.400000E1	8.918295E-4
7.500000E2	2.600000E1	8.589141E-4
7.500000E2	2.800000E1	8.225547E-4
7.500000E2	3.000000E1	7.823686E-4
7.500000E2	3.200000E1	7.378185E-4
7.500000E2	3.400000E1	6.881421E-4
7.500000E2	3.600000E1	6.322805E-4
7.500000E2	3.800000E1	5.690740E-4
7.500000E2	4.000000E1	5.011463E-4
7.500000E2	4.200000E1	3.859076E-4
7.500000E2	4.400000E1	3.037859E-4
7.500000E2	4.600000E1	3.943426E-4
7.500000E2	4.800000E1	4.805398E-4
7.500000E2	5.000000E1	5.479560E-4
7.500000E2	5.200000E1	5.964959E-4
7.500000E2	5.400000E1	6.281102E-4
7.500000E2	5.600000E1	6.447504E-4
7.500000E2	5.800000E1	6.480415E-4
7.500000E2	6.000000E1	6.393113E-4
7.500000E2	6.200000E1	6.196876E-4
7.500000E2	6.400000E1	5.902017E-4
7.500000E2	6.600000E1	5.518820E-4
7.500000E2	6.800000E1	5.058387E-4
7.500000E2	7.000000E1	4.533361E-4
7.500000E2	7.200000E1	3.958523E-4
7.500000E2	7.400000E1	3.351199E-4
7.500000E2	7.600000E1	2.731405E-4
7.500000E2	7.800000E1	2.121643E-4
7.500000E2	8.000000E1	1.546276E-4
7.520000E2	0.000000E0	1.033730E-3
7.520000E2	2.000000E0	1.032551E-3
7.520000E2	4.000000E0	1.029014E-3
7.520000E2	6.000000E0	1.023114E-3
7.520000E2	8.000000E0	1.014841E-3
7.520000E2	1.000000E1	1.004181E-3
7.520000E2	1.200000E1	9.911134E-4
7.520000E2	1.400000E1	9.756083E-4
7.520000E2	1.600000E1	9.576237E-4
7.520000E2	1.800000E1	9.371023E-4
7.520000E2	2.000000E1	9.139658E-4
7.520000E2	2.200000E1	8.881078E-4
7.520000E2	2.400000E1	8.593846E-4
7.520000E2	2.600000E1	8.276007E-4
7.520000E2	2.800000E1	7.924887E-4
7.520000E2	3.000000E1	7.536780E-4
7.520000E2	3.200000E1	7.106480E-4
7.520000E2	3.400000E1	6.626586E-4
7.520000E2	3.600000E1	6.086783E-4
7.520000E2	3.800000E1	5.475602E-4
7.520000E2	4.000000E1	4.817154E-4
7.520000E2	4.200000E1	3.698989E-4
7.520000E2	4.400000E1	2.919801E-4
7.520000E2	4.600000E1	3.798448E-4
7.520000E2	4.800000E1	4.632350E-4
7.520000E2	5.000000E1	5.283779E-4
7.520000E2	5.200000E1	5.752341E-4
7.520000E2	5.400000E1	6.057115E-4
7.520000E2	5.600000E1	6.217089E-4
7.520000E2	5.800000E1	6.248059E-4
7.520000E2	6.000000E1	6.162934E-4
7.520000E2	6.200000E1	5.972684E-4
7.520000E2	6.400000E1	5.687344E-4
7.520000E2	6.600000E1	5.316919E-4
7.520000E2	6.800000E1	4.872194E-4
7.520000E2	7.000000E1	4.365431E-4
7.520000E2	7.200000E1	3.810939E-4
7.520000E2	7.400000E1	3.225452E-4
7.520000E2	7.600000E1	2.628272E-4
7.520000E2	7.800000E1	2.041059E-4
7.520000E2	8.000000E1	1.487227E-4
7.540000E2	0.000000E0	9.945622E-4
7.540000E2	2.000000E0	9.934271E-4
7.540000E2	4.000000E0	9.900199E-4
7.540000E2	6.000000E0	9.843360E-4
7.540000E2	8.000000E0	9.763663E-4
7.540000E2	1.000000E1	9.660969E-4
7.540000E2	1.200000E1	9.535075E-4
7.540000E2	1.400000E1	9.385689E-4
7.540000E2	1.600000E1	9.212407E-4
7.540000E2	1.800000E1	9.014672E-4
7.540000E2	2.000000E1	8.791724E-4
7.540000E2	2.200000E1	8.542537E-4
7.540000E2	2.400000E1	8.265722E-4
7.540000E2	2.600000E1	7.959390E-4
7.540000E2	2.800000E1	7.620957E-4
7.540000E2	3.000000E1	7.246845E-4
7.540000E2	3.200000E1	6.832017E-4
7.540000E2	3.400000E1	6.369305E-4
7.540000E2	3.600000E1	5.848681E-4
7.540000E2	3.800000E1	5.258835E-4
7.540000E2	4.000000E1	4.621831E-4
7.540000E2	4.200000E1	3.539635E-4
7.540000E2	4.400000E1	2.801092E-4
7.540000E2	4.600000E1	3.651903E-4
7.540000E2	4.800000E1	4.457104E-4
7.540000E2	5.000000E1	5.085378E-4
7.540000E2	5.200000E1	5.536840E-4
7.540000E2	5.400000E1	5.830112E-4
7.540000E2	5.600000E1	5.983628E-4
7.540000E2	5.800000E1	6.012715E-4
7.540000E2	6.000000E1	5.929896E-4
7.540000E2	6.200000E1	5.745821E-4
7.540000E2	6.400000E1	5.470235E-4
7.540000E2	6.600000E1	5.112850E-4
7.540000E2	6.800000E1	4.684121E-4
7.540000E2	7.000000E1	4.195919E-4
7.540000E2	7.200000E1	3.662063E-4
7.540000E2	7.400000E1	3.098690E-4
7.540000E2	7.600000E1	2.524375E-4
7.540000E2	7.800000E1	1.959928E-4
7.540000E2	8.000000E1	1.427811E-4
7.560000E2	0.000000E0	9.611602E-4
7.560000E2	2.000000E0	9.600618E-4
7.560000E2	4.000000E0	9.567650E-4
7.560000E2	6.000000E0	9.512650E-4
7.560000E2	8.000000E0	9.435531E-4
7.560000E2	1.000000E1	9.336156E-4
7.560000E2	1.200000E1	9.214325E-4
7.560000E2	1.400000E1	9.069754E-4
7.560000E2	1.600000E1	8.902048E-4
7.560000E2	1.800000E1	8.710665E-4
7.560000E2	2.000000E1	8.494868E-4
7.560000E2	2.200000E1	8.253660E-4
7.560000E2	2.400000E1	7.985691E-4
7.560000E2	2.600000E1	7.689130E-4
7.560000E2	2.800000E1	7.361472E-4
7.560000E2	3.000000E1	6.999240E-4
7.560000E2	3.200000E1	6.597545E-4
7.560000E2	3.400000E1	6.149412E-4
7.560000E2	3.600000E1	5.645052E-4
7.560000E2	3.800000E1	5.073268E-4
7.560000E2	4.000000E1	4.454311E-4
7.560000E2	4.200000E1	3.402189E-4
7.560000E2	4.400000E1	2.699361E-4
7.560000E2	4.600000E1	3.526829E-4
7.560000E2	4.800000E1	4.307746E-4
7.560000E2	5.000000E1	4.916364E-4
7.560000E2	5.200000E1	5.353272E-4
7.560000E2	5.400000E1	5.636719E-4
7.560000E2	5.600000E1	5.784685E-4
7.560000E2	5.800000E1	5.812100E-4
7.560000E2	6.000000E1	5.731170E-4
7.560000E2	6.200000E1	5.552278E-4
7.560000E2	6.400000E1	5.284928E-4
7.560000E2	6.600000E1	4.938589E-4
7.560000E2	6.800000E1	4.523441E-4
7.560000E2	7.000000E1	4.051022E-4
7.560000E2	7.200000E1	3.534743E-4
7.560000E2	7.400000E1	2.990231E-4
7.560000E2	7.600000E1	2.435438E-4
7.560000E2	7.800000E1	1.890449E-4
7.560000E2	8.000000E1	1.376909E-4
7.580000E2	0.000000E0	9.241116E-4
7.580000E2	2.000000E0	9.230542E-4
7.580000E2	4.000000E0	9.198806E-4
7.580000E2	6.000000E0	9.145859E-4
7.580000E2	8.000000E0	9.071617E-4
7.580000E2	1.000000E1	8.975947E-4
7.580000E2	1.200000E1	8.858653E-4
7.580000E2	1.400000E1	8.719461E-4
7.580000E2	1.600000E1	8.557986E-4
7.580000E2	1.800000E1	8.373704E-4
7.580000E2	2.000000E1	8.165903E-4
7.580000E2	2.200000E1	7.933619E-4
7.580000E2	2.400000E1	7.675550E-4
7.580000E2	2.600000E1	7.389928E-4
7.580000E2	2.800000E1	7.074335E-4
7.580000E2	3.000000E1	6.725416E-4
7.580000E2	3.200000E1	6.338445E-4
7.580000E2	3.400000E1	5.906676E-4
7.580000E2	3.600000E1	5.420601E-4
7.580000E2	3.800000E1	4.869204E-4
7.580000E2	4.000000E1	4.270924E-4
7.580000E2	4.200000E1	3.253953E-4
7.580000E2	4.400000E1	2.587968E-4
7.580000E2	4.600000E1	3.388496E-4
7.580000E2	4.800000E1	4.141945E-4
7.580000E2	5.000000E1	4.728489E-4
7.580000E2	5.200000E1	5.149144E-4
7.580000E2	5.400000E1	5.421697E-4
7.580000E2	5.600000E1	5.563590E-4
7.580000E2	5.800000E1	5.589296E-4
7.580000E2	6.000000E1	5.510644E-4
7.580000E2	6.200000E1	5.337705E-4
7.580000E2	6.400000E1	5.079699E-4
7.580000E2	6.600000E1	4.745807E-4
7.580000E2	6.800000E1	4.345891E-4
7.580000E2	7.000000E1	3.891107E-4
7.580000E2	7.200000E1	3.394399E-4
7.580000E2	7.400000E1	2.870820E-4
7.580000E2	7.600000E1	2.337637E-4
7.580000E2	7.800000E1	1.814131E-4
7.580000E2	8.000000E1	1.321054E-4
7.600000E2	0.000000E0	8.888098E-4
7.600000E2	2.000000E0	8.877915E-4
7.600000E2	4.000000E0	8.847353E-4
7.600000E2	6.000000E0	8.796364E-4
7.600000E2	8.000000E0	8.724866E-4
7.600000E2	1.000000E1	8.632727E-4
7.600000E2	1.200000E1	8.519760E-4
7.600000E2	1.400000E1	8.385696E-4
7.600000E2	1.600000E1	8.230164E-4
7.600000E2	1.800000E1	8.052654E-4
7.600000E2	2.000000E1	7.852480E-4
7.600000E2	2.200000E1	7.628708E-4
7.600000E2	2.400000E1	7.380082E-4
7.600000E2	2.600000E1	7.104896E-4
7.600000E2	2.800000E1	6.800815E-4
7.600000E2	3.000000E1	6.464599E-4
7.600000E2	3.200000E1	6.091681E-4
7.600000E2	3.400000E1	5.675529E-4
7.600000E2	3.600000E1	5.206910E-4
7.600000E2	3.800000E1	4.674991E-4
7.600000E2	4.000000E1	4.096539E-4
7.600000E2	4.200000E1	3.112545E-4
7.600000E2	4.400000E1	2.482276E-4
7.600000E2	4.600000E1	3.256983E-4
7.600000E2	4.800000E1	3.984135E-4
7.600000E2	5.000000E1	4.549557E-4
7.600000E2	5.200000E1	4.954666E-4
7.600000E2	5.400000E1	5.216802E-4
7.600000E2	5.600000E1	5.352890E-4
7.600000E2	5.800000E1	5.376960E-4
7.600000E2	6.000000E1	5.300483E-4
7.600000E2	6.200000E1	5.133228E-4
7.600000E2	6.400000E1	4.884142E-4
7.600000E2	6.600000E1	4.562131E-4
7.600000E2	6.800000E1	4.176748E-4
7.600000E2	7.000000E1	3.738785E-4
7.600000E2	7.200000E1	3.260739E-4
7.600000E2	7.400000E1	2.757115E-4
7.600000E2	7.600000E1	2.244524E-4
7.600000E2	7.800000E1	1.741482E-4
7.600000E2	8.000000E1	1.267892E-4
7.620000E2	0.000000E0	8.571302E-4
7.620000E2	2.000000E0	8.561470E-4
7.620000E2	4.000000E0	8.531960E-4
7.620000E2	6.000000E0	8.482726E-4
7.620000E2	8.000000E0	8.413686E-4
7.620000E2	1.000000E1	8.324714E-4
7.620000E2	1.200000E1	8.215625E-4
7.620000E2	1.400000E1	8.086157E-4
7.620000E2	1.600000E1	7.935951E-4
7.620000E2	1.800000E1	7.764512E-4
7.620000E2	2.000000E1	7.571173E-4
7.620000E2	2.200000E1	7.355031E-4
7.620000E2	2.400000E1	7.114870E-4
7.620000E2	2.600000E1	6.849038E-4
7.620000E2	2.800000E1	6.555276E-4
7.620000E2	3.000000E1	6.230446E-4
7.620000E2	3.200000E1	5.870125E-4
7.620000E2	3.400000E1	5.467973E-4
7.620000E2	3.600000E1	5.015001E-4
7.620000E2	3.800000E1	4.500535E-4
7.620000E2	4.000000E1	3.939816E-4
7.620000E2	4.200000E1	2.985759E-4
7.620000E2	4.400000E1	2.387240E-4
7.620000E2	4.600000E1	3.138859E-4
7.620000E2	4.800000E1	3.842470E-4
7.620000E2	5.000000E1	4.388972E-4
7.620000E2	5.200000E1	4.780147E-4
7.620000E2	5.400000E1	5.032940E-4
7.620000E2	5.600000E1	5.163815E-4
7.620000E2	5.800000E1	5.186409E-4
7.620000E2	6.000000E1	5.111871E-4
7.620000E2	6.200000E1	4.949704E-4
7.620000E2	6.400000E1	4.708610E-4
7.620000E2	6.600000E1	4.397248E-4
7.620000E2	6.800000E1	4.024899E-4
7.620000E2	7.000000E1	3.602026E-4
7.620000E2	7.200000E1	3.140726E-4
7.620000E2	7.400000E1	2.655013E-4
7.620000E2	7.600000E1	2.160906E-4
7.620000E2	7.800000E1	1.676238E-4
7.620000E2	8.000000E1	1.220146E-4
7.640000E2	0.000000E0	8.282178E-4
7.640000E2	2.000000E0	8.272665E-4
7.640000E2	4.000000E0	8.244115E-4
7.640000E2	6.000000E0	8.196480E-4
7.640000E2	8.000000E0	8.129683E-4
7.640000E2	1.000000E1	8.043597E-4
7.640000E2	1.200000E1	7.938044E-4
7.640000E2	1.400000E1	7.812767E-4
7.640000E2	1.600000E1	7.667417E-4
7.640000E2	1.800000E1	7.501512E-4
7.640000E2	2.000000E1	7.314405E-4
7.640000E2	2.200000E1	7.105221E-4
7.640000E2	2.400000E1	6.872778E-4
7.640000E2	2.600000E1	6.615475E-4
7.640000E2	2.800000E1	6.331122E-4
7.640000E2	3.000000E1	6.016676E-4
7.640000E2	3.200000E1	5.667841E-4
7.640000E2	3.400000E1	5.278455E-4
7.640000E2	3.600000E1	4.839750E-4
7.640000E2	3.800000E1	4.341197E-4
7.640000E2	4.000000E1	3.796635E-4
7.640000E2	4.200000E1	2.869809E-4
7.640000E2	4.400000E1	2.300478E-4
7.640000E2	4.600000E1	3.031079E-4
7.640000E2	4.800000E1	3.713226E-4
7.640000E2	5.000000E1	4.242463E-4
7.640000E2	5.200000E1	4.620917E-4
7.640000E2	5.400000E1	4.865172E-4
7.640000E2	5.600000E1	4.991275E-4
7.640000E2	5.800000E1	5.012505E-4
7.640000E2	6.000000E1	4.939721E-4
7.640000E2	6.200000E1	4.782181E-4
7.640000E2	6.400000E1	4.548367E-4
7.640000E2	6.600000E1	4.246713E-4
7.640000E2	6.800000E1	3.886250E-4
7.640000E2	7.000000E1	3.477145E-4
7.640000E2	7.200000E1	3.031128E-4
7.640000E2	7.400000E1	2.561765E-4
7.640000E2	7.600000E1	2.084536E-4
7.640000E2	7.800000E1	1.616647E-4
7.640000E2	8.000000E1	1.176535E-4
7.660000E2	0.000000E0	7.977945E-4
7.660000E2	2.000000E0	7.968770E-4
7.660000E2	4.000000E0	7.941233E-4
7.660000E2	6.000000E0	7.895290E-4
7.660000E2	8.000000E0	7.830861E-4
7.660000E2	1.000000E1	7.747827E-4
7.660000E2	1.200000E1	7.646011E-4
7.660000E2	1.400000E1	7.525166E-4
7.660000E2	1.600000E1	7.384951E-4
7.660000E2	1.800000E1	7.224901E-4
7.660000E2	2.000000E1	7.044388E-4
7.660000E2	2.200000E1	6.842566E-4
7.660000E2	2.400000E1	6.618293E-4
7.660000E2	2.600000E1	6.370021E-4
7.660000E2	2.800000E1	6.095633E-4
7.660000E2	3.000000E1	5.792187E-4
7.660000E2	3.200000E1	5.455525E-4
7.660000E2	3.400000E1	5.079677E-4
7.660000E2	3.600000E1	4.656118E-4
7.660000E2	3.800000E1	4.174499E-4
7.660000E2	4.000000E1	3.647314E-4
7.660000E2	4.200000E1	2.749569E-4
7.660000E2	4.400000E1	2.210105E-4
7.660000E2	4.600000E1	2.918020E-4
7.660000E2	4.800000E1	3.577261E-4
7.660000E2	5.000000E1	4.088157E-4
7.660000E2	5.200000E1	4.453141E-4
7.660000E2	5.400000E1	4.688395E-4
7.660000E2	5.600000E1	4.809508E-4
7.660000E2	5.800000E1	4.829369E-4
7.660000E2	6.000000E1	4.758519E-4
7.660000E2	6.200000E1	4.605951E-4
